Scrambling solved cube with: ['B', 'R', 'D inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R', 'R inverse']
*** SOLVED ***
Moves to solve: ['B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R', 'U']
*** SOLVED ***
Moves to solve: ['U inverse', 'R inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R', 'U inverse']
*** SOLVED ***
Moves to solve: ['U', 'R inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R', 'D']
*** SOLVED ***
Moves to solve: ['D inverse', 'R inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R', 'D inverse']
*** SOLVED ***
Moves to solve: ['D', 'R inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R', 'F']
*** SOLVED ***
Moves to solve: ['F inverse', 'R inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R', 'F inverse']
*** SOLVED ***
Moves to solve: ['F', 'R inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R', 'B']
*** SOLVED ***
Moves to solve: ['B inverse', 'R inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R', 'B inverse']
*** SOLVED ***
Moves to solve: ['B', 'R inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R inverse', 'L']
*** SOLVED ***
Moves to solve: ['L inverse', 'R', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R inverse', 'L inverse']
*** SOLVED ***
Moves to solve: ['L', 'R', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R inverse', 'R']
*** SOLVED ***
Moves to solve: ['B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R inverse', 'R inverse']
*** SOLVED ***
Moves to solve: ['R', 'R', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R inverse', 'U']
*** SOLVED ***
Moves to solve: ['U inverse', 'R', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R inverse', 'U inverse']
*** SOLVED ***
Moves to solve: ['U', 'R', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R inverse', 'D']
*** SOLVED ***
Moves to solve: ['D inverse', 'R', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R inverse', 'D inverse']
*** SOLVED ***
Moves to solve: ['D', 'R', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R inverse', 'F']
*** SOLVED ***
Moves to solve: ['F inverse', 'R', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R inverse', 'F inverse']
*** SOLVED ***
Moves to solve: ['F', 'R', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R inverse', 'B']
*** SOLVED ***
Moves to solve: ['B inverse', 'R', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'R inverse', 'B inverse']
*** SOLVED ***
Moves to solve: ['B', 'R', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U', 'L']
*** SOLVED ***
Moves to solve: ['L inverse', 'U inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U', 'L inverse']
*** SOLVED ***
Moves to solve: ['L', 'U inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U', 'R']
*** SOLVED ***
Moves to solve: ['R inverse', 'U inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U', 'R inverse']
*** SOLVED ***
Moves to solve: ['R', 'U inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U', 'U']
*** SOLVED ***
Moves to solve: ['U inverse', 'U inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U', 'U inverse']
*** SOLVED ***
Moves to solve: ['B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U', 'D']
*** SOLVED ***
Moves to solve: ['D inverse', 'U inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U', 'D inverse']
*** SOLVED ***
Moves to solve: ['D', 'U inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U', 'F']
*** SOLVED ***
Moves to solve: ['F inverse', 'U inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U', 'F inverse']
*** SOLVED ***
Moves to solve: ['F', 'U inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U', 'B']
*** SOLVED ***
Moves to solve: ['B inverse', 'U inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U', 'B inverse']
*** SOLVED ***
Moves to solve: ['B', 'U inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U inverse', 'L']
*** SOLVED ***
Moves to solve: ['L inverse', 'U', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U inverse', 'L inverse']
*** SOLVED ***
Moves to solve: ['L', 'U', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U inverse', 'R']
*** SOLVED ***
Moves to solve: ['R inverse', 'U', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U inverse', 'R inverse']
*** SOLVED ***
Moves to solve: ['R', 'U', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U inverse', 'U']
*** SOLVED ***
Moves to solve: ['B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U inverse', 'U inverse']
*** SOLVED ***
Moves to solve: ['U', 'U', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U inverse', 'D']
*** SOLVED ***
Moves to solve: ['D inverse', 'U', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U inverse', 'D inverse']
*** SOLVED ***
Moves to solve: ['D', 'U', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U inverse', 'F']
*** SOLVED ***
Moves to solve: ['F inverse', 'U', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U inverse', 'F inverse']
*** SOLVED ***
Moves to solve: ['F', 'U', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U inverse', 'B']
*** SOLVED ***
Moves to solve: ['B inverse', 'U', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'U inverse', 'B inverse']
*** SOLVED ***
Moves to solve: ['B', 'U', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D', 'L']
*** SOLVED ***
Moves to solve: ['L inverse', 'D inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D', 'L inverse']
*** SOLVED ***
Moves to solve: ['L', 'D inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D', 'R']
*** SOLVED ***
Moves to solve: ['R inverse', 'D inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D', 'R inverse']
*** SOLVED ***
Moves to solve: ['R', 'D inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D', 'U']
*** SOLVED ***
Moves to solve: ['U inverse', 'D inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D', 'U inverse']
*** SOLVED ***
Moves to solve: ['U', 'D inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D', 'D']
*** SOLVED ***
Moves to solve: ['D inverse', 'D inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D', 'D inverse']
*** SOLVED ***
Moves to solve: ['B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D', 'F']
*** SOLVED ***
Moves to solve: ['F inverse', 'D inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D', 'F inverse']
*** SOLVED ***
Moves to solve: ['F', 'D inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D', 'B']
*** SOLVED ***
Moves to solve: ['B inverse', 'D inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D', 'B inverse']
*** SOLVED ***
Moves to solve: ['B', 'D inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D inverse', 'L']
*** SOLVED ***
Moves to solve: ['L inverse', 'D', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D inverse', 'L inverse']
*** SOLVED ***
Moves to solve: ['L', 'D', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D inverse', 'R']
*** SOLVED ***
Moves to solve: ['R inverse', 'D', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D inverse', 'R inverse']
*** SOLVED ***
Moves to solve: ['R', 'D', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D inverse', 'U']
*** SOLVED ***
Moves to solve: ['U inverse', 'D', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D inverse', 'U inverse']
*** SOLVED ***
Moves to solve: ['U', 'D', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D inverse', 'D']
*** SOLVED ***
Moves to solve: ['B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D inverse', 'D inverse']
*** SOLVED ***
Moves to solve: ['D', 'D', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D inverse', 'F']
*** SOLVED ***
Moves to solve: ['F inverse', 'D', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D inverse', 'F inverse']
*** SOLVED ***
Moves to solve: ['F', 'D', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D inverse', 'B']
*** SOLVED ***
Moves to solve: ['B inverse', 'D', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'D inverse', 'B inverse']
*** SOLVED ***
Moves to solve: ['B', 'D', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F', 'L']
*** SOLVED ***
Moves to solve: ['L inverse', 'F inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F', 'L inverse']
*** SOLVED ***
Moves to solve: ['L', 'F inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F', 'R']
*** SOLVED ***
Moves to solve: ['R inverse', 'F inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F', 'R inverse']
*** SOLVED ***
Moves to solve: ['R', 'F inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F', 'U']
*** SOLVED ***
Moves to solve: ['U inverse', 'F inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F', 'U inverse']
*** SOLVED ***
Moves to solve: ['U', 'F inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F', 'D']
*** SOLVED ***
Moves to solve: ['D inverse', 'F inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F', 'D inverse']
*** SOLVED ***
Moves to solve: ['D', 'F inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F', 'F']
*** SOLVED ***
Moves to solve: ['F inverse', 'F inverse', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F', 'F inverse']
*** SOLVED ***
Moves to solve: ['B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F', 'B']
*** SOLVED ***
Moves to solve: ['F inverse', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F', 'B inverse']
*** SOLVED ***
Moves to solve: ['B', 'B', 'F inverse', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F inverse', 'L']
*** SOLVED ***
Moves to solve: ['L inverse', 'F', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F inverse', 'L inverse']
*** SOLVED ***
Moves to solve: ['L', 'F', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F inverse', 'R']
*** SOLVED ***
Moves to solve: ['R inverse', 'F', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F inverse', 'R inverse']
*** SOLVED ***
Moves to solve: ['R', 'F', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F inverse', 'U']
*** SOLVED ***
Moves to solve: ['U inverse', 'U inverse', 'F', 'B']
Scrambling solved cube with: ['L', 'B inverse', 'F inverse', 'U inverse']
*** SOLVED ***
Moves to solve: ['F', 'B']
Scrambling solved cube with: ['L', 'B inverse', 'F inverse', 'D']
*** SOLVED ***
Moves to solve: ['D inverse', 'F', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F inverse', 'D inverse']
*** SOLVED ***
Moves to solve: ['D', 'F', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F inverse', 'F']
*** SOLVED ***
Moves to solve: ['B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F inverse', 'F inverse']
*** SOLVED ***
Moves to solve: ['F', 'F', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F inverse', 'B']
*** SOLVED ***
Moves to solve: ['F', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'F inverse', 'B inverse']
*** SOLVED ***
Moves to solve: ['B', 'B', 'F', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B', 'L']
*** SOLVED ***
Moves to solve: ['L inverse', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B', 'L inverse']
*** SOLVED ***
Moves to solve: ['L', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B', 'R']
*** SOLVED ***
Moves to solve: ['R inverse', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B', 'R inverse']
*** SOLVED ***
Moves to solve: ['R', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B', 'U']
*** SOLVED ***
Moves to solve: ['U inverse', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B', 'U inverse']
*** SOLVED ***
Moves to solve: ['U', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B', 'D']
*** SOLVED ***
Moves to solve: ['D inverse', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B', 'D inverse']
*** SOLVED ***
Moves to solve: ['D', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B', 'F']
*** SOLVED ***
Moves to solve: ['F inverse', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B', 'F inverse']
*** SOLVED ***
Moves to solve: ['F', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B', 'B']
*** SOLVED ***
Moves to solve: ['B inverse', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B', 'B inverse']
*** SOLVED ***
Moves to solve: ['B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B inverse', 'L']
*** SOLVED ***
Moves to solve: ['L inverse', 'B', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B inverse', 'L inverse']
*** SOLVED ***
Moves to solve: ['L', 'B', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B inverse', 'R']
*** SOLVED ***
Moves to solve: ['R inverse', 'B', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B inverse', 'R inverse']
*** SOLVED ***
Moves to solve: ['R', 'B', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B inverse', 'U']
*** SOLVED ***
Moves to solve: ['U inverse', 'B', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B inverse', 'U inverse']
*** SOLVED ***
Moves to solve: ['U', 'B', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B inverse', 'D']
*** SOLVED ***
Moves to solve: ['D inverse', 'B', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B inverse', 'D inverse']
*** SOLVED ***
Moves to solve: ['D', 'B', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B inverse', 'F']
*** SOLVED ***
Moves to solve: ['F inverse', 'B', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B inverse', 'F inverse']
*** SOLVED ***
Moves to solve: ['F', 'B', 'B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B inverse', 'B']
*** SOLVED ***
Moves to solve: ['B', 'L inverse']
Scrambling solved cube with: ['L', 'B inverse', 'B inverse', 'B inverse']
*** SOLVED ***
Moves to solve: ['B', 'B', 'B', 'L inverse']
Scrambling solved cube with: ['L inverse', 'L', 'L', 'L']
*** SOLVED ***
Moves to solve: ['L inverse', 'L inverse']
Scrambling solved cube with: ['L inverse', 'L', 'L', 'L inverse']
*** SOLVED ***
Moves to solve: ['L', 'L inverse']
Scrambling solved cube with: ['L inverse', 'L', 'L', 'R']
*** SOLVED ***
Moves to solve: ['R inverse', 'L inverse']
Scrambling solved cube with: ['L inverse', 'L', 'L', 'R inverse']
*** SOLVED ***
Moves to solve: ['R', 'L inverse']
Scrambling solved cube with: ['L inverse', 'L', 'L', 'U']
*** SOLVED ***
Moves to solve: ['U inverse', 'L inverse']
Scrambling solved cube with: ['L inverse', 'L', 'L', 'U inverse']
*** SOLVED ***
Moves to solve: ['U', 'L inverse']
Scrambling solved cube with: ['L inverse', 'L', 'L', 'D']
*** SOLVED ***
Moves to solve: ['D inverse', 'L inverse']
Scrambling solved cube with: ['L inverse', 'L', 'L', 'D inverse']
*** SOLVED ***
Moves to solve: ['D', 'L inverse']
Scrambling solved cube with: ['L inverse', 'L', 'L', 'F']
*** SOLVED ***
Moves to solve: ['F inverse', 'L inverse']
Scrambling solved cube with: ['L inverse', 'L', 'L', 'F inverse']
*** SOLVED ***
Moves to solve: ['F', 'L inverse']
Scrambling solved cube with: ['L inverse', 'L', 'L', 'B']
*** SOLVED ***
Moves to solve: ['B inverse', 'L inverse']
Scrambling solved cube with: ['L inverse', 'L', 'L', 'B inverse']
*** SOLVED ***
Moves to solve: ['B', 'L inverse']
Scrambling solved cube with: ['L inverse', 'L', 'L inverse', 'L']
*** SOLVED ***
Moves to solve: ['L inverse', 'L']
Scrambling solved cube with: ['L inverse', 'L', 'L inverse', 'L inverse']
*** SOLVED ***
Moves to solve: ['L', 'L']
Scrambling solved cube with: ['L inverse', 'L', 'L inverse', 'R']
*** SOLVED ***
Moves to solve: ['R inverse', 'L']
Scrambling solved cube with: ['L inverse', 'L', 'L inverse', 'R inverse']
*** SOLVED ***
Moves to solve: ['R', 'L']
Scrambling solved cube with: ['L inverse', 'L', 'L inverse', 'U']
*** SOLVED ***
Moves to solve: ['U inverse', 'L']
Scrambling solved cube with: ['L inverse', 'L', 'L inverse', 'U inverse']
*** SOLVED ***
Moves to solve: ['U', 'L']
Scrambling solved cube with: ['L inverse', 'L', 'L inverse', 'D']
*** SOLVED ***
Moves to solve: ['D inverse', 'L']
Scrambling solved cube with: ['L inverse', 'L', 'L inverse', 'D inverse']
*** SOLVED ***
Moves to solve: ['D', 'L']
Scrambling solved cube with: ['L inverse', 'L', 'L inverse', 'F']
*** SOLVED ***
Moves to solve: ['F inverse', 'L']
Scrambling solved cube with: ['L inverse', 'L', 'L inverse', 'F inverse']
*** SOLVED ***
Moves to solve: ['F', 'L']
Scrambling solved cube with: ['L inverse', 'L', 'L inverse', 'B']
*** SOLVED ***
Moves to solve: ['B inverse', 'L']
Scrambling solved cube with: ['L inverse', 'L', 'L inverse', 'B inverse']
*** SOLVED ***
Moves to solve: ['B', 'L']
Scrambling solved cube with: ['L inverse', 'L', 'R', 'L']
*** SOLVED ***
Moves to solve: ['L inverse', 'R inverse']
Scrambling solved cube with: ['L inverse', 'L', 'R', 'L inverse']
*** SOLVED ***
Moves to solve: ['L', 'R inverse']
Scrambling solved cube with: ['L inverse', 'L', 'R', 'R']
*** SOLVED ***
Moves to solve: ['R inverse', 'R inverse']
Scrambling solved cube with: ['L inverse', 'L', 'R', 'R inverse']
*** SOLVED ***
Moves to solve: ['R', 'R inverse']
Scrambling solved cube with: ['L inverse', 'L', 'R', 'U']
*** SOLVED ***
Moves to solve: ['U inverse', 'R inverse']
Scrambling solved cube with: ['L inverse', 'L', 'R', 'U inverse']
*** SOLVED ***
Moves to solve: ['U', 'R inverse']
Scrambling solved cube with: ['L inverse', 'L', 'R', 'D']
*** SOLVED ***
Moves to solve: ['D inverse', 'R inverse']
Scrambling solved cube with: ['L inverse', 'L', 'R', 'D inverse']
*** SOLVED ***
Moves to solve: ['D', 'R inverse']
Scrambling solved cube with: ['L inverse', 'L', 'R', 'F']
*** SOLVED ***
Moves to solve: ['F inverse', 'R inverse']
Scrambling solved cube with: ['L inverse', 'L', 'R', 'F inverse']
*** SOLVED ***
Moves to solve: ['F', 'R inverse']
Scrambling solved cube with: ['L inverse', 'L', 'R', 'B']
*** SOLVED ***
Moves to solve: ['B inverse', 'R inverse']
Scrambling solved cube with: ['L inverse', 'L', 'R', 'B inverse']
*** SOLVED ***
Moves to solve: ['B', 'R inverse']
Scrambling solved cube with: ['L inverse', 'L', 'R inverse', 'L']
*** SOLVED ***
Moves to solve: ['L inverse', 'R']
Scrambling solved cube with: ['L inverse', 'L', 'R inverse', 'L inverse']
*** SOLVED ***
Moves to solve: ['L', 'R']
Scrambling solved cube with: ['L inverse', 'L', 'R inverse', 'R']
